features__attributes__OBJECTID,features__attributes__Title,features__attributes__Type,features__attributes__IMDbLink,features__attributes__Address,features__attributes__Site,features__attributes__ShootDate,features__attributes__OriginalDetails,features__geometry__x,features__geometry__y,,,,,,,,,,,,,,,,,exceededTransferLimit
5237,In Plain Sight,TV Series Season 5,http://www.imdb.com/title/tt0935095/episodes?season=5&ref_=tt_eps_sn_5,5700 University Boulevard SE,Aperture Center at Mesa del Sol,1330992000000,Aperture Building - Mesa del Sol,-106.614438978526,34.9877207476587,,,,,,,,,,,,,,,,,
5238,In Plain Sight,TV Series Season 5,http://www.imdb.com/title/tt0935095/episodes?season=5&ref_=tt_eps_sn_5,1736 Central Avenue SW,Garcias Kitchen,1331078400000,Garcias Kitchen/ 1736 Central SW- No ITC. No Street Closure. Sidewalk closure on Central Ave. in front of 1736 Central Ave. SW.,-106.666760470103,35.0917641684657,,,,,,,,,,,,,,,,,
5239,In Plain Sight,TV Series Season 5,http://www.imdb.com/title/tt0935095/episodes?season=5&ref_=tt_eps_sn_5,1800 Atrisco Drive NW,I40 Pedestrian Bridge east of Coors Boulevard,1331078400000,I-40 pedestrian bridge - ITC pedestrian bridge,-106.700670905492,35.1077919014856,,,,,,,,,,,,,,,,,
5240,In Plain Sight,TV Series Season 5,http://www.imdb.com/title/tt0935095/episodes?season=5&ref_=tt_eps_sn_5,1100 Rio Grande Boulevard NW ,Neds on the Rio Grande moved,1331596800000,Ned's on the Rio Grande - No ITC/no closures,-106.670796033838,35.1061298337022,,,,,,,,,,,,,,,,,
5241,In Plain Sight,TV Series Season 5,http://www.imdb.com/title/tt0935095/episodes?season=5&ref_=tt_eps_sn_5,809 Tijeras Avenue NW,Tijeras Dental Services,1331596800000,Tijeras Dental - 809 Tijeras  - Close Tijeras btwn 10th & Keleher/ Close 9th btwn marquette & Copper,-106.65643353731,35.0876114549708,,,,,,,,,,,,,,,,,
5242,In Plain Sight,TV Series Season 5,http://www.imdb.com/title/tt0935095/episodes?season=5&ref_=tt_eps_sn_5,5555 Zuni Road SE,John Brooks Food Town,1331769600000,John Brooks Grocery Store - 5555 Zuni SE - no ITC/no closures,-106.58519652173,35.0728900895616,,,,,,,,,,,,,,,,,
5243,In Plain Sight,TV Series Season 5,http://www.imdb.com/title/tt0935095/episodes?season=5&ref_=tt_eps_sn_5,300 Gold Avenue SW,Gold Avenue SW and 3rd Street intersection,1331856000000,3rd & Gold intersection - close 3rd btwn Silver & Central / close Gold btwn 2nd & 4th,-106.650625374738,35.0833873034209,,,,,,,,,,,,,,,,,
5244,In Plain Sight,TV Series Season 5,http://www.imdb.com/title/tt0935095/episodes?season=5&ref_=tt_eps_sn_5,201 California Street NE,Albuquerque Downs Racetrack,1332806400000,The Downs at Albuquerque,-106.575272276729,35.0776438589093,,,,,,,,,,,,,,,,,
5245,In Plain Sight,TV Series Season 5,http://www.imdb.com/title/tt0935095/episodes?season=5&ref_=tt_eps_sn_5,3500 Central Avenue SE,Scalo,1332806400000,Scalo  - no ITC/close Nob Hill parking lot only,-106.605748578551,35.079927575072,,,,,,,,,,,,,,,,,
5246,In Plain Sight,TV Series Season 5,http://www.imdb.com/title/tt0935095/episodes?season=5&ref_=tt_eps_sn_5,1900 Edith Boulevard NE,Mount Calvary Cemetary,1332892800000,Mount Calvary Cemetery - 1900 Edith NE - no ITC/no closures,-106.637532497744,35.1029268159002,,,,,,,,,,,,,,,,,
5247,In Plain Sight,TV Series Season 5,http://www.imdb.com/title/tt0935095/episodes?season=5&ref_=tt_eps_sn_5,1901 University Boulevard NE,The Ranchers Club of New Mexico,1332892800000,The Rancher's Club - 1901 University NE - no ITC/no closures,-106.623859711521,35.1070587875301,,,,,,,,,,,,,,,,,
5248,In Plain Sight,TV Series Season 5,http://www.imdb.com/title/tt0935095/episodes?season=5&ref_=tt_eps_sn_5,1800 Mountain Road NW,Tiguex Park,1332979200000,Tiguex Park - no ITC/no closures,-106.665170830241,35.0970733607955,,,,,,,,,,,,,,,,,
5249,In Plain Sight,TV Series Season 5,http://www.imdb.com/title/tt0935095/episodes?season=5&ref_=tt_eps_sn_5,2000 Mountain Road NW,Albuquerque Museum,1332979200000,Albuquerque Museum - no ITC/no closures,-106.668606238518,35.098424458889,,,,,,,,,,,,,,,,,
5250,In Plain Sight,TV Series Season 5,http://www.imdb.com/title/tt0935095/episodes?season=5&ref_=tt_eps_sn_5,318 Silver Avenue SW,Cathedral of Saint Johns ,1332979200000,St. John's Cathedral - 318 Silver Ave. SW - no ITC/no closures,-106.651952045377,35.082543187708,,,,,,,,,,,,,,,,,
5251,In Plain Sight,TV Series Season 5,http://www.imdb.com/title/tt0935095/episodes?season=5&ref_=tt_eps_sn_5,5000 Central Avenue SE,Desert Sands Motel,null,5000 Central Ave (Desert Sands Motel) ,-106.588818612499,35.0780255380231,,,,,,,,,,,,,,,,,
5252,In Plain Sight,TV Series Season 3,http://www.imdb.com/title/tt0935095/episodes?season=3&ref_=tt_eps_sn_3,1100 2nd Street SW,Barelas Railyards,null,Railyards,-106.651334814742,35.074486686547,,,,,,,,,,,,,,,,,
5253,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,107 Amherst SE,Elsa Ross,1188259200000,null,-106.605798710832,35.0796065127774,,,,,,,,,,,,,,,,,
5254,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,109 4th NW,Ralli's,1188864000000,null,-106.651601585635,35.0847446589857,,,,,,,,,,,,,,,,,
5255,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,228 Gold SW,Ooh Aah Jewelry Store,1188864000000,null,-106.650481788921,35.0833690477931,,,,,,,,,,,,,,,,,
5256,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,100 1st St. SE,Alvarado Transportation Center,1189468800000,null,-106.648123788555,35.0835678033863,,,,,,,,,,,,,,,,,
5257,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,219 Central Avenue NW ,Banque Lofts,1189555200000,null,-106.650085417184,35.0843718052755,,,,,,,,,,,,,,,,,
5258,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,228 Gold SW,Ooh Aah Jewelry Store,1189555200000,null,-106.650481788921,35.0833690477931,,,,,,,,,,,,,,,,,
5259,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,516 Central SW,516 Arts,1189987200000,null,-106.65351636263,35.084788710946,,,,,,,,,,,,,,,,,
5260,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,1129 6th NW,Harwood Arts Studio,1189987200000,null,-106.651920222558,35.0963732991875,,,,,,,,,,,,,,,,,
5261,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,516 Central SW,516 Arts,1190073600000,null,-106.65351636263,35.084788710946,,,,,,,,,,,,,,,,,
5262,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,Alley btwn 6th & 7th/Gold & Central,Alley,1190073600000,null,NaN,NaN,,,,,,,,,,,,,,,,,
5263,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,3711 Central NE,University Lodge,1190160000000,null,-106.602555201565,35.0795837322497,,,,,,,,,,,,,,,,,
5264,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,109 4th NW,Ralli's,1190678400000,null,-106.651601585635,35.0847446589857,,,,,,,,,,,,,,,,,
5265,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,109 4th NW,Ralli's,1190678400000,null,-106.651601585635,35.0847446589857,,,,,,,,,,,,,,,,,
5266,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,109 4th NW,Ralli's,1190764800000,null,-106.651601585635,35.0847446589857,,,,,,,,,,,,,,,,,
5267,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,806 Central SE,Memorial Hospital now Hotel Parq Central,1190764800000,null,-106.637411710271,35.0827632407686,,,,,,,,,,,,,,,,,
5268,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,314 Lead SW,First United Methodist Church,1191196800000,null,-106.652127712727,35.0815646697356,,,,,,,,,,,,,,,,,
5269,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,3715 Silver SE,Trinity United Methodist Church,1191283200000,null,-106.602253147542,35.0784520213227,,,,,,,,,,,,,,,,,
5270,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,3715 Silver Ave. SE,Trinity United Methoist Church,1191369600000,null,-106.602253147542,35.0784520213227,,,,,,,,,,,,,,,,,
5271,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,415 Tijeras NW,Old Bernalillo County Courthouse,1191369600000,null,-106.652356030337,35.086907957986,,,,,,,,,,,,,,,,,
5272,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,415 Tijeras NW,Old Bernalillo County Courthouse,1191456000000,null,-106.652356030337,35.086907957986,,,,,,,,,,,,,,,,,
5273,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,312 Central SW,Library Bar & Grill,1191456000000,null,-106.650896448561,35.0844527122452,,,,,,,,,,,,,,,,,
5274,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,415 Tijeras NW,Old Bernalillo County Courthouse,1191542400000,null,-106.652356030337,35.086907957986,,,,,,,,,,,,,,,,,
5275,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,312 Central SW,Library Bar & Grill,1191542400000,null,-106.650896448561,35.0844527122452,,,,,,,,,,,,,,,,,
5276,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,415 Tijeras NW,Old Bernalillo County Courthouse,1191628800000,null,-106.652356030337,35.086907957986,,,,,,,,,,,,,,,,,
5277,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,6301 Indian School NE,Citadel Building,1191801600000,null,-106.573890355209,35.1018827830773,,,,,,,,,,,,,,,,,
5278,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,317 Commercial NE,The Verge Building,1191974400000,null,-106.645796091958,35.0867520154773,,,,,,,,,,,,,,,,,
5279,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,415 Tijeras NW,Old Bernalillo County Courthouse,1193184000000,null,-106.652356030337,35.086907957986,,,,,,,,,,,,,,,,,
5280,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,1736 Central Avenue SW,Garcia's Restaurant,1194307200000,null,-106.666760470103,35.0917641684657,,,,,,,,,,,,,,,,,
5281,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,5000 Central SE,Desert Sands Motel,1194825600000,null,-106.588818612499,35.0780255380231,,,,,,,,,,,,,,,,,
5282,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,624 Central SW,El Rey Theatre,1195084800000,null,-106.655126931441,35.0850007719144,,,,,,,,,,,,,,,,,
5283,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,8th & Gold,Intersection  ,1195084800000,null,-106.656549914954,35.084148149422,,,,,,,,,,,,,,,,,
5284,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,1601 Avenida Cesar Chavez SE,Isotopes Park,1196380800000,null,-106.630687593994,35.0684804041576,,,,,,,,,,,,,,,,,
5285,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,9201 Pan American Freeway NE,I-25 Studios,1196726400000,null,-106.580543698614,35.1905520505344,,,,,,,,,,,,,,,,,
5286,In Plain Sight season 1,TV Series,http://www.imdb.com/title/tt0935095/?ref_=nv_sr_1,9201 Pan American Freeway NE,I-25 Studios,1196812800000,null,-106.580543698614,35.1905520505344,,,,,,,,,,,,,,,,,
5287,Justice Denied,Movie by 9 Point Productions,http://www.imdb.com/title/tt2926768/,1 Civic Plaza NW,Albuquerque Civic Plaza,1352937600000,One Civic Plaza,-106.649799149255,35.0873879689807,,,,,,,,,,,,,,,,,
5288,LadyFingers,Video,http://www.imdb.com/title/tt1792106/,618 Central Avenue NW,The Launchpad Bar,1216512000000,The Launchpad - 618 Central Ave. ,-106.654848567789,35.0849622339935,,,,,,,,,,,,,,,,,
5289,Larsons Field,Movie,http://www.imdb.com/title/tt3083826/,4121 Cutler Avenue NE,Soundstage 41,1348617600000,Soundstage 41,-106.600669401526,35.1055939258688,,,,,,,,,,,,,,,,,
5290,Legion,Movie,http://www.imdb.com/title/tt1038686/,111 3rd Street NW,Alleyway between 3rd and 4th Streets NW and Copper and Central Avenues NW,1212105600000,Alley between 3rd/4th and Central/Copper - ITC on 3rd from Copper to Tijeras. Copper from 3rd to 4th (w/ traffic shift). Closure on 3rd St. from Central to Copper.,-106.650330846801,35.0848278906852,,,,,,,,,,,,,,,,,
5291,Lemonade Mouth,Movie,http://www.imdb.com/title/tt1648204/,6701 Fortuna Road NW,West Mesa High Sschool,1280793600000,West Mesa HS,-106.716488654814,35.0944007659974,,,,,,,,,,,,,,,,,
5292,Lemonade Mouth,Movie,http://www.imdb.com/title/tt1648204/,800 Odelia Road NE,Albuquerque High School,1280880000000,Albuquerque High,-106.63665688109,35.0988481117461,,,,,,,,,,,,,,,,,
5293,Lemonade Mouth,Movie,http://www.imdb.com/title/tt1648204/,800 Odelia Road NE,Albuquerque High School,1280966400000,Albuquerque High,-106.63665688109,35.0988481117461,,,,,,,,,,,,,,,,,
5294,Lemonade Mouth,Movie,http://www.imdb.com/title/tt1648204/,800 Odelia Road NE,Albuquerque High School,1281052800000,Albuquerque High,-106.63665688109,35.0988481117461,,,,,,,,,,,,,,,,,
5295,Lemonade Mouth,Movie,http://www.imdb.com/title/tt1648204/,10800 Dennis Chavez Boulevard SW,Atrisco Heritage Academy High School,1281312000000,Atrisco Heritage Academy,-106.740675159628,35.0245688633181,,,,,,,,,,,,,,,,,
5296,Lemonade Mouth,Movie,http://www.imdb.com/title/tt1648204/,10800 Dennis Chavez Boulevard SW,Atrisco Heritage Academy High School,1281398400000,Atrisco Heritage Academy,-106.740675159628,35.0245688633181,,,,,,,,,,,,,,,,,
5297,Lemonade Mouth,Movie,http://www.imdb.com/title/tt1648204/,10800 Dennis Chavez Boulevard SW,Atrisco Heritage Academy High School,1281484800000,Atrisco Heritage Academy,-106.740675159628,35.0245688633181,,,,,,,,,,,,,,,,,
5298,Lemonade Mouth,Movie,http://www.imdb.com/title/tt1648204/,10800 Dennis Chavez Boulevard SW,Atrisco Heritage Academy High School,1281571200000,Atrisco Heritage Academy,-106.740675159628,35.0245688633181,,,,,,,,,,,,,,,,,
5299,Lemonade Mouth,Movie,http://www.imdb.com/title/tt1648204/,10800 Dennis Chavez Boulevard SW,Atrisco Heritage Academy High School,1281657600000,Atrisco Heritage Academy,-106.740675159628,35.0245688633181,,,,,,,,,,,,,,,,,
5300,Lemonade Mouth,Movie,http://www.imdb.com/title/tt1648204/,423 Central Avenue NW ,KiMo Theatre,1281916800000,KiMo Theatre -   close 5th btwn Central & Copper,-106.652667601112,35.0847166298504,,,,,,,,,,,,,,,,,
5301,Lemonade Mouth,Movie,http://www.imdb.com/title/tt1648204/,423 Central Avenue NW ,KiMo Theatre,1282003200000,KiMo Theatre -   close 5th btwn Central & Copper,-106.652667601112,35.0847166298504,,,,,,,,,,,,,,,,,
5302,Lemonade Mouth,Movie,http://www.imdb.com/title/tt1648204/,1100 2nd Street SW,Barelas Railyards,1282262400000,Railyards,-106.651334814742,35.074486686547,,,,,,,,,,,,,,,,,
5303,Lemonade Mouth,Movie,http://www.imdb.com/title/tt1648204/,3615 Los Picaros Road SE,Open Space Division Offices,1282694400000,Open Space Offices - 3615 Los Picaros SE - no ITC/no closures,-106.598797608918,35.0177938647238,,,,,,,,,,,,,,,,,
5304,Lemonade Mouth,Movie,http://www.imdb.com/title/tt1648204/,200 Romero Street NW,Old Town Plaza,1283126400000,Old Town Plaza -  ITC on South Plaza St. from Romero St. to San Felipe St.,-106.670596787508,35.0958876669299,,,,,,,,,,,,,,,,,
5305,Lemonade Mouth,Movie,http://www.imdb.com/title/tt1648204/,207 High Street NE,Heritage House,1283212800000,"207 High St NE - closure on Copper Ave. from Locust to Walter. Closure on High St. from Copper Ave to Doctor Martin Luther King, Jr. Blvd. ",-106.639601863121,35.0842898338036,,,,,,,,,,,,,,,,,
5306,Lemonade Mouth,Movie,http://www.imdb.com/title/tt1648204/,1224 Bellamah Avenue NW ,Southwest Lumber Sales,1283385600000,1224 Bellamah NW - no closures/no ITC,-106.658609739324,35.1007924299485,,,,,,,,,,,,,,,,,
5307,Let Me In,Movie,http://www.imdb.com/title/tt1228987/,5314 Central Avenue SW ,Samons Electric and Plumbling Supply,1263859200000,5314 Central Ave SW (Samons Electric)- ITC on Central fr 53rd st to Yucca,-106.697769804367,35.0828122896156,,,,,,,,,,,,,,,,,
5308,Let Me In,Movie,http://www.imdb.com/title/tt1228987/,5400 Gibson Boulevard SE,Gibson Medical Center,1264550400000,Gibson Medical Center,-106.581896358413,35.0583109527996,,,,,,,,,,,,,,,,,
5309,Let Me In,Movie,http://www.imdb.com/title/tt1228987/,301 Menaul Boulevard NE,Menaul School,1264636800000,Menaul School - no closure/itc,-106.638820663895,35.109996087706,,,,,,,,,,,,,,,,,
5310,Lone Survivor,Movie,http://www.imdb.com/title/tt1091191/,5000 Los Picaros Road SE,Los Picaros Road SE at University Boulevard SE,1352937600000,Los Picaros/University area,-106.598795129568,35.0177664644294,,,,,,,,,,,,,,,,,
5311,Longmire ,TV Series by A& E,http://www.imdb.com/title/tt1836037/,1 Pajarito Road,Pajarito Mesa Dirt Road (Longmire 6/1/2012),1274140800000,Pajarito Mesa Dirt Road,-106.696694685363,34.9867538076207,,,,,,,,,,,,,,,,,
5312,Longmire ,TV Series by A& E,http://www.imdb.com/title/tt1836037/,423 Central Avenue NW ,KiMo Theatre,1274140800000,Kimo Theater Area,-106.652667601112,35.0847166298504,,,,,,,,,,,,,,,,,
5313,Longmire ,TV Series by A& E,http://www.imdb.com/title/tt1836037/,4700 Coal Avenue SE,Highland High School,1274227200000,Highland High,-106.593377312834,35.0756661617163,,,,,,,,,,,,,,,,,
5314,Longmire ,TV Series by A& E,http://www.imdb.com/title/tt1836037/,207 High Street NE,Heritage House,1274313600000,Heritage House ,-106.639601863121,35.0842898338036,,,,,,,,,,,,,,,,,
5315,Love Lies Bleeding,Movie,http://www.imdb.com/title/tt0984204/?ref_=fn_al_tt_2,330 Tijeras Avenue NW,Hyatt Hotel,1173052800000,null,-106.651030818562,35.086592718513,,,,,,,,,,,,,,,,,
5316,Love Lies Bleeding,Movie,http://www.imdb.com/title/tt0984204/?ref_=fn_al_tt_2,330 Tijeras Avenue NW,Hyatt Hotel,1173139200000,null,-106.651030818562,35.086592718513,,,,,,,,,,,,,,,,,
5317,Love Lies Bleeding,Movie,http://www.imdb.com/title/tt0984204/?ref_=fn_al_tt_2,330 Tijeras Avenue NW,Hyatt Hotel,1173225600000,null,-106.651030818562,35.086592718513,,,,,,,,,,,,,,,,,
5318,Love Lies Bleeding,Movie,http://www.imdb.com/title/tt0984204/?ref_=fn_al_tt_2,415 Tijeras NW,Old Bernalillo County Courthouse,1173312000000,null,-106.652356030337,35.086907957986,,,,,,,,,,,,,,,,,
5319,Love Lies Bleeding,Movie,http://www.imdb.com/title/tt0984204/?ref_=fn_al_tt_2,330 Tijeras Avenue NW,Hyatt Hotel,1173312000000,null,-106.651030818562,35.086592718513,,,,,,,,,,,,,,,,,
5320,Love Lies Bleeding,Movie,http://www.imdb.com/title/tt0984204/?ref_=fn_al_tt_2,415 Tijeras NW,Old Bernalillo County Courthouse,1173398400000,null,-106.652356030337,35.086907957986,,,,,,,,,,,,,,,,,
5321,Love Lies Bleeding,Movie,http://www.imdb.com/title/tt0984204/?ref_=fn_al_tt_2,1901 University Boulevard NE,Hilton Hotel,1173657600000,null,-106.623859711521,35.1070587875301,,,,,,,,,,,,,,,,,
5322,Love Lies Bleeding,Movie,http://www.imdb.com/title/tt0984204/?ref_=fn_al_tt_2,Alley btwn Central & Copper/3rd & 4th,Alley,1174521600000,null,NaN,NaN,,,,,,,,,,,,,,,,,
5323,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,5121 Masthead NE,State Bar of NM,1186099200000,null,-106.587511489201,35.1644565974997,,,,,,,,,,,,,,,,,
5324,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,5301 St. Josephs Dr. NW,St. Pius High School,1186099200000,null,-106.700116703352,35.128017578871,,,,,,,,,,,,,,,,,
5325,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,5301 St. Josephs Dr. NW,St. Pius High School,1186185600000,null,-106.700116703352,35.128017578871,,,,,,,,,,,,,,,,,
5326,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,5301 St. Josephs Dr. NW,St. Pius High School,1186272000000,null,-106.700116703352,35.128017578871,,,,,,,,,,,,,,,,,
5327,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,218 Gold SW,Gold Street Caffe,1186444800000,null,-106.650119051904,35.0833233256388,,,,,,,,,,,,,,,,,
5328,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,414 Central SW,Kress Building  ,1186704000000,null,-106.652255583417,35.0846337486777,,,,,,,,,,,,,,,,,
5329,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,1000 Woodward NE,Embassy Suites,1186790400000,null,-106.637111067501,35.0902366943455,,,,,,,,,,,,,,,,,
5330,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,414 Central SW,Kress Building  ,1186790400000,null,-106.652255583417,35.0846337486777,,,,,,,,,,,,,,,,,
5331,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,7605 Central NE,Caravan East,1186876800000,null,-106.562554264008,35.0752439528923,,,,,,,,,,,,,,,,,
5332,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,7605 Central NE,Caravan East,1186963200000,null,-106.562554264008,35.0752439528923,,,,,,,,,,,,,,,,,
5333,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,7605 Central NE,Caravan East,1187049600000,null,-106.562554264008,35.0752439528923,,,,,,,,,,,,,,,,,
5334,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,330 Tijeras Avenue NW,Hyatt Hotel,1187654400000,null,-106.651030818562,35.086592718513,,,,,,,,,,,,,,,,,
5335,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,414 Central SW,Kress Building  ,1187913600000,null,-106.652255583417,35.0846337486777,,,,,,,,,,,,,,,,,
5336,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,414 Central SW,Kress Building  ,1188000000000,null,-106.652255583417,35.0846337486777,,,,,,,,,,,,,,,,,
5337,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,414 Central SW,Kress Building  ,1188086400000,null,-106.652255583417,35.0846337486777,,,,,,,,,,,,,,,,,
5338,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,414 Central SW,Kress Building  ,1188172800000,null,-106.652255583417,35.0846337486777,,,,,,,,,,,,,,,,,
5339,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,414 Central SW,Kress Building  ,1188950400000,null,-106.652255583417,35.0846337486777,,,,,,,,,,,,,,,,,
5340,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,414 Central SW,Kress Building  ,1189036800000,null,-106.652255583417,35.0846337486777,,,,,,,,,,,,,,,,,
5341,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,414 Central SW,Kress Building  ,1189123200000,null,-106.652255583417,35.0846337486777,,,,,,,,,,,,,,,,,
5342,Love 'n Dancing,Movie,http://www.imdb.com/title/tt1028581/?ref_=nv_sr_1,218 Gold SW,Gold Street Caffe,1189468800000,null,-106.650119051904,35.0833233256388,,,,,,,,,,,,,,,,,
5343,Love Ranch,Movie,http://www.imdb.com/title/tt1125929/,4 Sandia Crest Road,Driving shot on way to Sandia Crest,1202428800000,Hwy. 536 (road to Sandia Crest),-106.348081333618,35.1633137443311,,,,,,,,,,,,,,,,,
5344,Love Ranch,Movie,http://www.imdb.com/title/tt1125929/,1000 Juan Tabo Boulevard NE,Pauls Monterey Inn,1202688000000,Paul's Monterey Inn,-106.515024018745,35.0883415521776,,,,,,,,,,,,,,,,,
5345,Love Ranch,Movie,http://www.imdb.com/title/tt1125929/,1130 University Boulevard NE,KNME TV Studio,1202774400000,KNME TV Studio,-106.626220719447,35.0942279054282,,,,,,,,,,,,,,,,,
5346,Love Ranch,Movie,http://www.imdb.com/title/tt1125929/,201 California Street NE,Albuquerque Downs Racetrack,1203552000000,Albuquerque Downs Racetrack,-106.575272276729,35.0776438589093,,,,,,,,,,,,,,,,,
5347,Love Ranch,Movie,http://www.imdb.com/title/tt1125929/,201 California Street NE,Albuquerque Downs Racetrack,1203552000000,Albuquerque Downs Racetrack,-106.575272276729,35.0776438589093,,,,,,,,,,,,,,,,,
5348,Love Ranch,Movie,http://www.imdb.com/title/tt1125929/,300 San Pedro Drive NE,Tingley Coliseum,1204070400000,Tingley Coliseum,-106.577440815215,35.0807807474471,,,,,,,,,,,,,,,,,
5349,Love Ranch,Movie,http://www.imdb.com/title/tt1125929/,5400 Gibson Boulevard SE,Gibson Medical Center,1204156800000,Gibson Medical Center,-106.581896358413,35.0583109527996,,,,,,,,,,,,,,,,,
5350,Love Ranch,Movie,http://www.imdb.com/title/tt1125929/,973 Altura Avenue NE,Maloof House,1205539200000,Maloof House,-106.59770771173,35.0947948852841,,,,,,,,,,,,,,,,,
5351,MacGruber,Movie,http://www.imdb.com/title/tt1470023/,11510 Sunset Gardens Road SW,Albuquerque Emergency Management Office,1250467200000,Emergency Operations Center,-106.758861641488,35.0660313285592,,,,,,,,,,,,,,,,,
5352,MacGruber,Movie,http://www.imdb.com/title/tt1470023/,111 3rd Street SW,Alleyway between 3rd and 4th Streets SW and Central and Gold Avenues SW,1250553600000,"Alleyway north of Gold/btwn 3rd & 4th/ Close ally btwn 3rd & 4th eb, wb",-106.650435678398,35.0842757375632,,,,,,,,,,,,,,,,,
5353,MacGruber,Movie,http://www.imdb.com/title/tt1470023/,218 Gold Avenue SW,Gold Street Caffe,1250553600000,"218 Gold Ave SW- Gold St Café- ITC on Gold fr 3rd to 2nd eb, wb/ street closure on Gold from 3rd to 2nd eb",-106.650119051904,35.0833233256388,,,,,,,,,,,,,,,,,
